"Category","air temp","ground temp"
0,0,0
1,20,20
2,20,20
3,20,20
4,20,20
5,20,20
6,20,20
7,20,20.47619047619048
8,20,20.714285714285722
9,20,20.47619047619048
10,20,20.47619047619048
11,20,20.47619047619048
12,20,20.47619047619048
13,20,20.47619047619048
14,20,20.47619047619048
15,20,20.714285714285722
16,20,20.714285714285722
17,20,20.952380952380963
18,20,20.714285714285722
19,20.256410256410277,20.47619047619048
20,20.641025641025635,20.47619047619048
21,20.897435897435912,20.47619047619048
22,20.897435897435912,20.47619047619048
23,20.897435897435912,20.47619047619048
24,20.769230769230774,20.47619047619048
25,21.02564102564105,20.47619047619048
26,21.153846153846132,20.23809523809524
27,21.28205128205127,20.23809523809524
28,21.28205128205127,20.23809523809524
29,21.538461538461547,20.23809523809524
30,21.538461538461547,20.23809523809524
31,21.923076923076906,20
32,22.051282051282044,20
33,22.56410256410254,20.47619047619048
34,22.30769230769232,20.47619047619048
35,22.69230769230768,20.714285714285722
36,22.948717948717956,20.952380952380963
37,23.58974358974359,21.666666666666686
38,22.820512820512818,21.904761904761926
39,22.69230769230768,21.904761904761926
40,22.820512820512818,22.857142857142833
41,23.076923076923094,22.619047619047592
42,22.948717948717956,23.095238095238074
43,22.948717948717956,23.333333333333314
44,23.076923076923094,23.333333333333314
45,23.333333333333314,24.047619047619037
46,23.71794871794873,23.809523809523796
47,23.461538461538453,23.809523809523796
48,24.102564102564088,23.809523809523796
49,24.102564102564088,23.571428571428555
50,23.461538461538453,24.047619047619037
51,23.71794871794873,24.285714285714278
52,23.71794871794873,24.047619047619037
53,23.97435897435895,23.333333333333314
54,23.97435897435895,23.571428571428555
55,24.230769230769226,24.047619047619037
56,24.230769230769226,23.333333333333314
57,23.846153846153868,23.571428571428555
58,24.230769230769226,23.809523809523796
59,24.102564102564088,24.047619047619037
60,23.97435897435895,24.285714285714278
61,23.97435897435895,24.76190476190476
62,23.71794871794873,25
63,23.58974358974359,25
64,23.461538461538453,25.23809523809524
65,23.333333333333314,25.47619047619048
66,23.846153846153868,25.714285714285722
67,23.461538461538453,25.714285714285722
68,23.71794871794873,25.23809523809524
69,23.97435897435895,25.714285714285722
70,24.102564102564088,25.714285714285722
71,24.487179487179503,26.666666666666686
72,23.846153846153868,26.666666666666686
73,24.230769230769226,27.380952380952408
74,24.102564102564088,27.380952380952408
75,24.358974358974365,28.095238095238074
76,24.102564102564088,28.095238095238074
77,23.461538461538453,28.095238095238074
78,23.846153846153868,28.095238095238074
79,24.102564102564088,28.095238095238074
80,23.97435897435895,27.619047619047592
81,23.97435897435895,27.142857142857167
82,24.102564102564088,27.380952380952408
83,24.230769230769226,27.380952380952408
84,24.102564102564088,26.190476190476204
85,24.61538461538464,26.190476190476204
86,24.743589743589723,25.23809523809524
87,24.487179487179503,25.23809523809524
88,24.487179487179503,25
89,24.230769230769226,25.47619047619048
90,24.358974358974365,25.952380952380963
91,24.743589743589723,25.714285714285722
92,24.487179487179503,25.714285714285722
93,24.61538461538464,25.952380952380963
94,25,26.666666666666686
95,24.743589743589723,25.714285714285722
96,24.487179487179503,25.47619047619048
97,24.61538461538464,25.714285714285722
98,24.87179487179486,26.190476190476204
99,24.358974358974365,25.47619047619048
100,24.230769230769226,24.76190476190476
101,24.358974358974365,25
102,24.87179487179486,25.714285714285722
103,24.61538461538464,24.76190476190476
104,24.87179487179486,25.23809523809524
105,24.87179487179486,25.23809523809524
106,24.743589743589723,25.23809523809524
107,24.87179487179486,25.47619047619048
108,25.12820512820514,25
109,25,24.52380952380952
110,25,25.47619047619048
111,24.487179487179503,25.714285714285722
112,24.230769230769226,25.714285714285722
113,23.97435897435895,25.47619047619048
114,23.71794871794873,26.428571428571445
115,23.461538461538453,26.904761904761926
116,23.846153846153868,26.666666666666686
117,23.846153846153868,26.190476190476204
118,23.58974358974359,25.952380952380963
119,23.71794871794873,26.904761904761926
120,23.846153846153868,26.666666666666686
121,24.743589743589723,26.666666666666686
122,24.230769230769226,27.142857142857167
123,24.358974358974365,26.904761904761926
124,24.230769230769226,27.619047619047592
125,24.230769230769226,27.380952380952408
126,24.487179487179503,27.619047619047592
127,24.102564102564088,26.666666666666686
128,24.230769230769226,26.428571428571445
129,24.358974358974365,25.952380952380963
130,24.487179487179503,26.428571428571445
131,24.358974358974365,25.952380952380963
132,24.358974358974365,26.428571428571445
133,24.61538461538464,26.666666666666686
134,24.358974358974365,26.190476190476204
135,24.358974358974365,26.428571428571445
136,24.358974358974365,26.428571428571445
137,24.87179487179486,25.23809523809524
138,24.743589743589723,25.47619047619048
139,25,25.714285714285722
140,24.61538461538464,25.952380952380963
141,24.487179487179503,25.47619047619048
142,24.61538461538464,25.47619047619048
143,24.358974358974365,25.47619047619048
144,24.230769230769226,25.47619047619048
145,24.102564102564088,25.47619047619048
146,23.846153846153868,24.76190476190476
147,24.102564102564088,25.23809523809524
148,24.358974358974365,25.23809523809524
149,24.61538461538464,25.23809523809524
150,25.256410256410277,25.714285714285722
151,25.256410256410277,26.190476190476204
152,25.512820512820497,26.190476190476204
153,25.769230769230774,25.23809523809524
154,25.512820512820497,25.23809523809524
155,25.897435897435912,25.47619047619048
156,26.28205128205127,25.714285714285722
157,25.769230769230774,25.47619047619048
158,25.769230769230774,25.714285714285722
