"Category","air temp","ground temp"
0,0,0
1,20,20
2,20,20
3,20,20
4,20,20
5,20,20
6,20,20
7,20,20
8,20,20.23809523809524
9,20,20.23809523809524
10,20,20.23809523809524
11,20,20.23809523809524
12,20,20.23809523809524
13,20,20.23809523809524
14,20,20.23809523809524
15,20,20.23809523809524
16,20,20.23809523809524
17,20,20.23809523809524
18,20,20.23809523809524
19,20.12820512820514,20.23809523809524
20,20.38461538461536,20.23809523809524
21,20.512820512820497,20.23809523809524
22,20.641025641025635,20.47619047619048
23,20.769230769230774,20.47619047619048
24,20.897435897435912,20.47619047619048
25,21.02564102564105,20.47619047619048
26,21.02564102564105,20.47619047619048
27,21.28205128205127,20.47619047619048
28,21.538461538461547,20.47619047619048
29,21.666666666666686,20.47619047619048
30,21.41025641025641,20.47619047619048
31,21.794871794871824,20.23809523809524
32,21.923076923076906,20.23809523809524
33,22.56410256410254,20.47619047619048
34,22.69230769230768,20.952380952380963
35,22.948717948717956,21.190476190476204
36,22.69230769230768,20.952380952380963
37,22.69230769230768,21.666666666666686
38,22.69230769230768,21.666666666666686
39,22.69230769230768,21.904761904761926
40,22.820512820512818,21.666666666666686
41,23.461538461538453,22.380952380952408
42,23.71794871794873,22.380952380952408
43,23.846153846153868,22.380952380952408
44,24.230769230769226,23.095238095238074
45,24.358974358974365,23.333333333333314
46,24.102564102564088,23.809523809523796
47,24.487179487179503,23.333333333333314
48,24.87179487179486,23.571428571428555
49,25,24.285714285714278
50,24.743589743589723,24.52380952380952
51,25.12820512820514,24.285714285714278
52,25.256410256410277,24.52380952380952
53,25.256410256410277,24.76190476190476
54,24.61538461538464,24.52380952380952
55,25,24.285714285714278
56,25.12820512820514,24.285714285714278
57,25.256410256410277,24.047619047619037
58,25.12820512820514,24.285714285714278
59,25.12820512820514,24.285714285714278
60,24.743589743589723,24.52380952380952
61,24.743589743589723,24.285714285714278
62,24.87179487179486,24.76190476190476
63,25.38461538461536,24.047619047619037
64,25.641025641025635,24.52380952380952
65,25.38461538461536,24.285714285714278
66,25.769230769230774,24.52380952380952
67,25.12820512820514,25.23809523809524
68,25.641025641025635,25.714285714285722
69,26.02564102564105,25.714285714285722
70,25.769230769230774,25.47619047619048
71,25.897435897435912,25.23809523809524
72,26.02564102564105,24.76190476190476
73,25.897435897435912,25
74,25.897435897435912,26.190476190476204
75,25.641025641025635,25.952380952380963
76,25.256410256410277,26.666666666666686
77,25.897435897435912,26.190476190476204
78,25.769230769230774,26.190476190476204
79,25.641025641025635,25.714285714285722
80,25.897435897435912,25.23809523809524
81,25.769230769230774,25.47619047619048
82,25.256410256410277,25.47619047619048
83,25.769230769230774,26.666666666666686
84,25.769230769230774,26.666666666666686
85,25.641025641025635,26.190476190476204
86,25.769230769230774,25.714285714285722
87,25.769230769230774,25.952380952380963
88,25.641025641025635,24.76190476190476
89,25.512820512820497,24.285714285714278
90,25.641025641025635,25
91,25.769230769230774,24.52380952380952
92,25.641025641025635,25
93,25.897435897435912,24.76190476190476
94,25.641025641025635,24.52380952380952
95,25.641025641025635,24.76190476190476
96,25.641025641025635,24.52380952380952
97,25.38461538461536,24.285714285714278
98,25.897435897435912,25.23809523809524
99,25.512820512820497,25.23809523809524
100,25.897435897435912,25
101,25.512820512820497,25.23809523809524
102,25.897435897435912,25.47619047619048
103,26.153846153846132,25.714285714285722
104,26.02564102564105,25.714285714285722
105,26.41025641025641,26.190476190476204
106,26.41025641025641,25.47619047619048
107,26.538461538461547,25.714285714285722
108,26.794871794871824,24.76190476190476
109,26.794871794871824,25.23809523809524
110,26.28205128205127,25.23809523809524
111,26.794871794871824,24.76190476190476
112,26.666666666666686,24.047619047619037
113,27.051282051282044,24.047619047619037
114,26.794871794871824,24.285714285714278
115,26.923076923076906,25
116,27.051282051282044,25
117,27.43589743589746,25.714285714285722
118,27.56410256410254,24.76190476190476
119,27.43589743589746,25.47619047619048
120,27.56410256410254,25.23809523809524
121,27.56410256410254,25.23809523809524
122,27.820512820512818,25.952380952380963
123,27.43589743589746,25.714285714285722
124,27.948717948717956,26.190476190476204
125,27.43589743589746,25.952380952380963
126,27.56410256410254,26.428571428571445
127,27.43589743589746,26.428571428571445
128,26.794871794871824,26.666666666666686
129,26.794871794871824,26.666666666666686
130,27.051282051282044,25.952380952380963
131,26.538461538461547,26.666666666666686
132,27.179487179487182,26.666666666666686
133,27.179487179487182,26.904761904761926
134,26.666666666666686,26.666666666666686
135,27.179487179487182,27.857142857142833
136,26.666666666666686,26.666666666666686
137,26.666666666666686,27.380952380952408
138,27.051282051282044,26.666666666666686
139,26.923076923076906,26.666666666666686
140,27.30769230769232,26.190476190476204
141,26.794871794871824,26.428571428571445
142,26.41025641025641,25.47619047619048
143,26.28205128205127,26.190476190476204
144,26.538461538461547,26.904761904761926
145,26.28205128205127,26.190476190476204
146,26.538461538461547,27.142857142857167
147,26.666666666666686,27.142857142857167
148,26.923076923076906,27.857142857142833
149,26.666666666666686,27.142857142857167
150,26.41025641025641,27.142857142857167
151,26.538461538461547,27.619047619047592
152,25.769230769230774,26.904761904761926
153,25.641025641025635,26.428571428571445
154,25.512820512820497,26.904761904761926
155,25.769230769230774,27.380952380952408
156,25.641025641025635,26.904761904761926
157,25.38461538461536,26.904761904761926
158,24.87179487179486,26.904761904761926
