"Category","air temp","ground temp"
0,33.2,45.2
1300,31.0,31.1
3900,33.1,35.2
5500,31.0,31.1
8400,32.5,36.1
9700,33.2,36.0
11000,33.4,38.0
15000,34.3,38.9
