"Category","air temp","ground temp"
0,33.2,45.2
1300,31.0,31.1
2600,33.8, 38.6
3900,33.1,35.2
4200,30.9,31.0
5500,31.0,31.1
6800,32.3,33.3
7100,30.1,32.4
8400,32.5,36.1
9700,33.2,36.0
11000,33.4,38.0
13000,34.5,39.1
15000,34.3,38.9
18000,34.7,38.6
20000,34.3,38.5
